id	osmid	x	y
0	42958856	-74.12706999999999	40.576404100000005
1	274317321	-73.8421493	40.7625586
2	278609934	-74.0015481	40.7096039
3	1570455573	-73.9044455	40.900641
4	42991645	-74.246903	40.509045
5	42811421	-73.936152	40.775597999999995
6	1773076511	-73.99398459999999	40.720299700000005
7	1773076513	-73.99418979999999	40.719922
8	42795046	-73.84898359999998	40.6711006
9	4202348586	-73.8997303	40.83148320000001
10	6517112874	-73.8853525	40.7730331
11	42811435	-73.9318273	40.7742091
12	6624493612	-73.9821944	40.777826399999995
13	1570455595	-73.9045835	40.9006021
14	1570455599	-73.9041399	40.90102279999999
15	482541616	-73.8950247	40.7643061
16	3786620972	-74.0673772	40.6043151
17	446513198	-74.18925949999999	40.6038225
18	42811451	-73.92744300000001	40.772845000000004
19	599162950	-73.8100702	40.5902356
20	274415687	-73.8477111	40.7592385
21	598622280	-73.89687099999999	40.6758153
22	598622281	-73.8968273	40.6756714
23	1579630668	-73.9079755	40.8927225
24	2757492815	-73.88080550000001	40.857469099999996
25	599162961	-73.8105609	40.590431
26	42844241	-73.9513358	40.7432251
27	599162966	-73.81716949999999	40.5857343
28	599162967	-73.81595659999999	40.5837912
29	60653656	-73.8650533	40.8254174
30	599162968	-73.81590809999999	40.5836721
31	102989915	-73.88406429999999	40.8928126
32	599162972	-73.815413	40.5839155
33	599162973	-73.8167152	40.5859487
34	599162971	-73.815376	40.58380379999999
35	457015393	-73.8118926	40.693965999999996
36	42844264	-73.94565	40.745818
37	3400630381	-73.834402	40.8545191
38	3400630384	-73.8348311	40.8534723
39	1698103410	-73.8704944	40.7736351
40	2808692852	-73.9165868	40.8454408
41	464765047	-73.7774372	40.7222954
42	452395133	-73.8458932	40.6641936
43	43008126	-74.1756896	40.6259758
44	4205199493	-73.7512141	40.683721999999996
45	274301063	-73.77610340000001	40.7546675
46	4205199495	-73.75096740000001	40.6842071
47	106643594	-73.8413719	40.7416597
48	4205199498	-73.7502056	40.685606400000005
49	42811531	-73.810041	40.5899283
50	42811533	-73.81009499999999	40.590455799999994
51	42991758	-74.130088	40.565256
52	106643601	-73.83958	40.742042
53	42844306	-73.93739479999999	40.7489234
54	4205199509	-73.7487905	40.687429200000004
55	106692763	-73.85367120000001	40.8268146
56	470073501	-73.7264772	40.6841423
57	2573893793	-74.0361448	40.618225200000005
58	4203135149	-73.9376944	40.734755799999995
59	455442611	-74.0032753	40.5969026
60	567820468	-73.9320847	40.8114613
61	60915901	-73.9061157	40.8730447
62	42795207	-73.80574720000001	40.681843
63	42991819	-74.137394	40.558021000000004
64	60915916	-73.9111855	40.8631635
65	42516686	-73.911002	40.675544
66	446726354	-74.18096659999999	40.6124661
67	277577940	-73.82745870000001	40.722781700000006
68	1698103508	-73.8739811	40.7738453
69	6096486615	-73.93029840000001	40.813388700000004
70	446726360	-74.17917109999999	40.6156421
71	60653787	-73.8765441	40.82390529999999
72	42795228	-73.8504895	40.737867
73	278216931	-73.8832725	40.5675211
74	1397162212	-73.8198196	40.716913899999994
75	42959081	-74.1386308	40.5890699
76	5330321644	-73.9305685	40.7144497
77	1579630833	-73.9081485	40.8916283
78	60653814	-73.8725762	40.8248488
79	246923513	-74.01641640000001	40.7048817
80	451068154	-74.00461059999999	40.6800412
81	60653827	-73.8727323	40.8249658
82	60653828	-73.8727143	40.824884499999996
83	42434821	-74.0023198	40.750220299999995
84	42975492	-74.1115534	40.568801
85	451051793	-73.9985681	40.6909691
86	278216979	-73.882758	40.5675041
87	42959124	-74.1458338	40.5885639
88	60653847	-73.872865	40.8268221
89	359891223	-74.07651609999999	40.6064271
90	359891225	-74.0766165	40.6058289
91	42434842	-74.00641949999999	40.7204244
92	60653852	-73.87334399999999	40.825647700000005
93	4616536348	-74.006055	40.7244231
94	42484000	-73.990932	40.594333
95	42484004	-73.9931686	40.5923154
96	274186544	-73.82760859999999	40.7775437
97	60653878	-73.8729903	40.8223016
98	43008314	-74.11690759999999	40.6109425
99	3574612293	-74.01492059999998	40.7072065
100	448151879	-74.026205	40.6164693
101	42844490	-73.904441	40.721884
102	42844498	-73.904096	40.721030999999996
103	457015642	-73.807603	40.6864706
104	4970873186	-73.9035587	40.6788815
105	359891299	-74.07766	40.6066165
106	60653924	-73.8709762	40.8225604
107	42762606	-73.86355	40.864655
108	411566447	-74.0618483	40.6015515
109	60653937	-73.8770947	40.8237304
110	2889974131	-73.9243179	40.8451147
111	42434935	-73.9349762	40.828005700000006
112	60653944	-73.8680817	40.824904700000005
113	60653946	-73.8648072	40.8253128
114	60653948	-73.8721863	40.827575200000005
115	6166413694	-73.97319279999999	40.7456132
116	42795391	-73.837663	40.766421
117	60653952	-73.87304240000002	40.8292876
118	42992000	-74.1501051	40.5508242
119	278217092	-73.8819346	40.5684574
120	276038022	-73.9455087	40.752055
121	448151945	-74.0263024	40.6159826
122	42729868	-73.8298599	40.8821753
123	42729869	-73.8301498	40.882702200000004
124	2313404814	-73.867181	40.8602656
125	2313404816	-73.8678312	40.85849520000001
126	42828177	-73.83871500000001	40.726221
127	3380068752	-73.8809664	40.857581700000004
128	3788308883	-73.8367022	40.781662
129	3630219668	-73.985642	40.7179463
130	42828181	-73.8383733	40.7255561
131	42992022	-74.15108599999999	40.549673999999996
132	456343958	-73.8425638	40.66677429999999
133	42516889	-73.97731800000001	40.642933299999996
134	5481972125	-73.972169	40.7287395
135	479166879	-73.92075890000001	40.7332706
136	597328292	-73.9009802	40.72596179999999
137	529285542	-73.93260759999998	40.826285299999995
138	6166413736	-73.9505843	40.7415539
139	42484136	-73.9298679	40.714379799999996
140	42451370	-74.01595329999999	40.706677
141	247120300	-73.9947945	40.7693529
142	42451375	-74.0164671	40.705071600000004
143	42484146	-73.92630229999999	40.7139782
144	42762677	-73.85876	40.884777
145	274186688	-73.8272516	40.7774346
146	597328327	-73.9071729	40.7279783
147	42811847	-73.8021278	40.789028
148	448053705	-74.083384	40.6061927
149	597328332	-73.9104567	40.7293517
150	597328336	-73.9081471	40.7276784
151	42811858	-73.8024569	40.7864871
152	42975699	-74.11221	40.581267
153	42811863	-73.80241099999999	40.785817
154	42811868	-73.8027475	40.7832595
155	247120348	-73.99493840000001	40.7700378
156	479166942	-73.9159981	40.7309753
157	493076961	-73.80810670000001	40.738800399999995
158	42975715	-74.1037786	40.5765369
159	42811882	-73.803135	40.780415999999995
160	42844654	-73.8233078	40.5844614
161	451052015	-73.9986344	40.690070899999995
162	6872498672	-74.13184	40.640350899999994
163	6828605935	-73.8761471	40.7720403
164	448152046	-74.02988459999999	40.6129492
165	446513647	-74.1896045	40.602343100000006
166	6872498676	-74.1317021	40.6401701
167	6828605938	-73.87622629999998	40.7720268
168	1544651254	-73.8980103	40.890329799999996
169	446513648	-74.18932290000001	40.603486700000005
170	2024833542	-73.8898925	40.870616600000005
171	2024833545	-73.89082320000001	40.8700696
172	2024833546	-73.8881955	40.8716141
173	2024833547	-73.88965019999999	40.8709385
174	1819673097	-73.9057119	40.9003723
175	2024833549	-73.889228	40.8711823
