time_ms	origin	dest
9000.0	7780	17410
46000.0	7021	17753
70000.0	17723	20796
72000.0	16000	10642
123000.0	19436	10561
158000.0	15463	12692
171000.0	7163	19828
180000.0	14725	11920
204000.0	16314	20693
215000.0	10463	9671
215000.0	4337	5146
241000.0	19565	1585
251000.0	20231	5475
254000.0	16732	4721
257000.0	7805	3484
309000.0	15797	10191
315000.0	1920	9057
320000.0	19101	15775
325000.0	9653	18242
329000.0	9071	4251
338000.0	14825	2687
343000.0	9899	4604
376000.0	5739	19241
413000.0	17892	15213
416000.0	7098	9553
444000.0	19734	19364
460000.0	13615	1406
463000.0	908	13936
479000.0	6747	14493
519000.0	11632	6676
614000.0	16050	12526
625000.0	434	3975
625000.0	15557	16903
644000.0	15492	9211
659000.0	20414	1551
709000.0	5578	14971
786000.0	4183	8885
788000.0	18747	13587
828000.0	12716	1591
843000.0	11083	18726
853000.0	15537	2418
860000.0	7186	10886
862000.0	4001	7462
871000.0	1651	20655
879000.0	4339	20538
880000.0	7269	6588
891000.0	15782	5466
916000.0	1093	13409
931000.0	3631	9808
971000.0	15568	3180
1008000.0	12872	6805
1026000.0	13787	2508
1067000.0	3333	1494
1110000.0	18749	10504
1112000.0	4527	5999
1119000.0	13909	8120
1123000.0	15026	20785
1149000.0	2608	1714
1150000.0	2642	6226
1211000.0	10642	13353
1216000.0	15964	13379
1270000.0	1160	15640
1291000.0	10023	14356
1305000.0	18522	5675
1311000.0	10171	12575
1326000.0	2121	1177
1374000.0	5793	10836
1383000.0	4136	1343
1391000.0	10233	10321
1410000.0	16475	5495
1413000.0	9092	10948
1423000.0	2512	409
1424000.0	10259	20114
1451000.0	563	7614
1479000.0	4255	19119
1482000.0	20760	13972
1489000.0	12379	19903
1507000.0	5183	1135
1514000.0	11144	14532
1516000.0	10721	8250
1523000.0	18737	4272
1549000.0	12218	19195
1561000.0	13458	2538
1563000.0	4834	7147
1565000.0	5380	14001
1567000.0	16473	13229
1582000.0	14366	8694
1631000.0	10454	20231
1675000.0	5783	20321
1688000.0	4375	969
1717000.0	4738	635
1735000.0	16489	15805
1736000.0	4027	4479
1737000.0	19090	7929
1749000.0	16906	1198
1763000.0	19387	16408
1809000.0	16309	20317
1832000.0	6579	2150
1853000.0	9048	8273
1877000.0	5363	1493
1885000.0	19592	18320
1890000.0	8653	13984
1896000.0	14158	13532
1904000.0	5805	19836
1947000.0	20114	5741
1963000.0	7067	19570
1987000.0	17641	4421
1995000.0	15936	13770
2009000.0	5767	4136
2018000.0	4501	5187
2039000.0	20337	6604
2041000.0	8877	17900
2041000.0	19097	16526
2057000.0	16350	327
2077000.0	4464	9121
2112000.0	11975	8040
2118000.0	8691	11434
2124000.0	14784	14476
2125000.0	14098	4558
2127000.0	14871	4587
2132000.0	17224	2438
2190000.0	12948	15660
2206000.0	13142	17455
2208000.0	13298	11718
2210000.0	7261	652
2213000.0	10436	6477
2214000.0	12300	18645
2236000.0	7519	452
2269000.0	10099	15027
2280000.0	4079	15761
2288000.0	18466	15760
2290000.0	2655	19662
2316000.0	15947	11
2339000.0	449	16379
2389000.0	1125	9200
2392000.0	18252	6068
2437000.0	19967	8896
2455000.0	15649	14780
2485000.0	5932	18413
2490000.0	5465	17104
2501000.0	2502	3141
2513000.0	17373	16100
2549000.0	15620	14125
2579000.0	10458	4246
2589000.0	16570	1040
2591000.0	8055	8062
2608000.0	9218	4783
2628000.0	14791	11573
2635000.0	6897	10778
2637000.0	4027	5962
2639000.0	9940	14533
2641000.0	5781	8083
2645000.0	16104	6622
2654000.0	9745	9834
2658000.0	935	19607
2671000.0	5383	1826
2693000.0	10443	17529
2715000.0	16526	13932
2722000.0	13287	1839
2732000.0	16056	19488
2768000.0	2337	13600
2792000.0	7968	14188
2798000.0	9883	14990
2802000.0	13992	14453
2809000.0	6233	80
2823000.0	9498	16172
2830000.0	8089	16276
2857000.0	10102	18999
2870000.0	3260	13730
2917000.0	11688	4641
2957000.0	13118	3797
3000000.0	5834	5273
3044000.0	4010	8847
3056000.0	20017	13609
3066000.0	5767	7291
3095000.0	4006	2346
3100000.0	11367	691
3121000.0	6501	5009
3132000.0	34	8684
3134000.0	7832	5372
3156000.0	10067	14908
3178000.0	19352	1687
3179000.0	11915	19738
3208000.0	6744	688
3227000.0	17413	15781
3237000.0	5168	19123
3244000.0	7959	15982
3276000.0	17533	1190
3322000.0	3977	7646
3335000.0	15890	6652
3337000.0	16197	4363
3338000.0	15843	3750
3352000.0	19710	2337
3360000.0	7277	8869
3388000.0	19426	11075
3400000.0	9191	20117
3403000.0	13439	12671
3415000.0	15806	13717
3424000.0	8270	20433
3431000.0	15896	4874
3481000.0	14733	8817
3491000.0	20424	12012
3504000.0	3505	7362
3563000.0	13483	3380
3576000.0	8153	9409
3605000.0	4499	16877
3612000.0	13917	18260
3622000.0	5835	10210
3631000.0	7855	11216
3664000.0	6293	12114
3715000.0	7253	13874
3747000.0	13980	19887
3747000.0	15064	9501
3749000.0	18147	13353
3763000.0	7158	19175
3767000.0	20024	12500
3778000.0	13977	970
3785000.0	10575	10239
3811000.0	16749	1493
3862000.0	15744	2878
3903000.0	4361	2518
3959000.0	1386	2657
3969000.0	3166	6466
3989000.0	8040	9983
3994000.0	2097	15444
4031000.0	9158	13502
4069000.0	4149	17271
4104000.0	15800	1354
4104000.0	4570	2419
4138000.0	15699	2712
4144000.0	4234	13375
4149000.0	19321	8792
4166000.0	16594	2480
4168000.0	16014	12018
4189000.0	15960	10293
4195000.0	16400	15808
4236000.0	12596	6614
4238000.0	880	18278
4245000.0	20380	15633
4251000.0	16364	19227
4252000.0	15990	9767
4308000.0	12008	13252
4319000.0	12932	16156
4334000.0	5306	8988
4341000.0	10295	2121
4360000.0	18152	13574
4360000.0	16626	11813
4374000.0	9968	19274
4380000.0	18133	11872
4384000.0	5449	6566
4419000.0	15976	8817
4426000.0	7731	16568
4431000.0	16749	7646
4489000.0	15147	4671
4499000.0	4049	19502
4526000.0	19957	19016
4536000.0	15527	12061
4538000.0	6567	14630
4546000.0	2431	17253
4556000.0	15798	19542
4584000.0	12322	14568
4585000.0	10784	16048
4587000.0	5759	20809
4597000.0	13286	11
4601000.0	748	19364
4644000.0	11984	8438
4648000.0	15798	17615
4676000.0	17295	2683
4686000.0	452	8498
4691000.0	15865	12536
4699000.0	6423	3653
4702000.0	13623	9676
4706000.0	2642	14031
4732000.0	14814	6578
4734000.0	9880	224
4762000.0	5168	1056
4765000.0	12586	402
4794000.0	10905	16210
4797000.0	32	14797
4808000.0	11578	16752
4861000.0	20633	16994
4888000.0	1784	19958
4912000.0	6426	3591
4948000.0	19724	15967
